Altium Designer Pick and Place Locations
C:\Users\rhlma\Box\DOEGFM\PCB\GFM_Inverter\ThreePhaseInverter\Project Outputs for ThreePhaseInverter\Pick Place for Threephase_inverter.txt

========================================================================================================================
File Design Information:

Date:       06/12/23
Time:       23:37
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

Designator Comment                Layer       Footprint                Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                                               
C75_1      C0805C473J3GEC7210     TopLayer    C0805                    15952.756     8948.819      270      Capacitor                                                                                                                                                                 
C17_2      C0805C473J3GEC7210     TopLayer    C0805                    11527.559     9665.354      270      Capacitor                                                                                                                                                                 
C17_1      C0805C473J3GEC7210     TopLayer    C0805                    15984.252     9594.488      270      Capacitor                                                                                                                                                                 
U3         SN65HVD232DR           TopLayer    D0008A_M                 17746.063     1181.102      270      "3.3 V Can Transceiver, 17 mA, -40 to 85 degC, 8-pin SOIC (D), Green (RoHS & no Sb/Br)"                                                                                   
J3         1-406541-1             TopLayer    FP-1-406541-1-MFG        18291.339     498.425       0        "CONN MOD JACK 8P8C R/A SHIELDED"                                                                                                                                         
J2         1-406541-1             TopLayer    FP-1-406541-1-MFG        17303.149     496.850       0        "CONN MOD JACK 8P8C R/A SHIELDED"                                                                                                                                         
IC15_6     LESR_15-NP             TopLayer    LESR15NP                 10746.299     11508.543     90       "Integrated Circuit"                                                                                                                                                      
IC15_5     LESR_15-NP             TopLayer    LESR15NP                 10750.236     6575.472      90       "Integrated Circuit"                                                                                                                                                      
IC15_4     LESR_15-NP             TopLayer    LESR15NP                 10673.228     2241.535      90       "Integrated Circuit"                                                                                                                                                      
IC15_3     LESR_15-NP             TopLayer    LESR15NP                 15846.693     11469.173     90       "Integrated Circuit"                                                                                                                                                      
IC15_2     LESR_15-NP             TopLayer    LESR15NP                 15888.031     6648.307      90       "Integrated Circuit"                                                                                                                                                      
IC15_1     LESR_15-NP             TopLayer    LESR15NP                 15775.827     2662.087      90       "Integrated Circuit"                                                                                                                                                      
TP11_6     S1751-46               TopLayer    S175146                  4645.669      11763.780     90       "Test Point"                                                                                                                                                              
TP11_5     S1751-46               TopLayer    S175146                  4653.543      9976.378      90       "Test Point"                                                                                                                                                              
TP11_4     S1751-46               TopLayer    S175146                  4687.008      7726.378      90       "Test Point"                                                                                                                                                              
TP11_3     S1751-46               TopLayer    S175146                  4685.039      5944.882      90       "Test Point"                                                                                                                                                              
TP11_2     S1751-46               TopLayer    S175146                  4649.606      3785.433      90       "Test Point"                                                                                                                                                              
TP11_1     S1751-46               TopLayer    S175146                  4649.606      2001.968      90       "Test Point"                                                                                                                                                              
TP14_6     S1751-46               TopLayer    S175146                  5448.819      12724.409     0        "Test Point"                                                                                                                                                              
TP14_5     S1751-46               TopLayer    S175146                  5456.693      10937.008     0        "Test Point"                                                                                                                                                              
TP14_4     S1751-46               TopLayer    S175146                  5490.158      8687.008      0        "Test Point"                                                                                                                                                              
TP14_3     S1751-46               TopLayer    S175146                  5488.189      6905.512      0        "Test Point"                                                                                                                                                              
TP14_2     S1751-46               TopLayer    S175146                  5452.756      4746.063      0        "Test Point"                                                                                                                                                              
TP14_1     S1751-46               TopLayer    S175146                  5452.756      2962.598      0        "Test Point"                                                                                                                                                              
R86_6      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             4818.898      11872.047     90       Resistor                                                                                                                                                                  
R86_5      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             4826.772      10084.646     90       Resistor                                                                                                                                                                  
R86_4      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             4860.236      7834.646      90       Resistor                                                                                                                                                                  
R86_3      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             4858.268      6053.150      90       Resistor                                                                                                                                                                  
R86_2      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             4822.835      3893.700      90       Resistor                                                                                                                                                                  
R86_1      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             4822.835      2110.236      90       Resistor                                                                                                                                                                  
R78_6      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             5246.063      12047.244     0        Resistor                                                                                                                                                                  
R78_5      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             5253.937      10259.842     0        Resistor                                                                                                                                                                  
R78_4      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             5287.402      8009.843      0        Resistor                                                                                                                                                                  
R78_3      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             5287.402      6244.095      0        Resistor                                                                                                                                                                  
R78_2      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             5255.905      4074.803      0        Resistor                                                                                                                                                                  
R78_1      CMP0805AFX-1002ELF     TopLayer    RESC2012X60N             5251.968      2303.150      0        Resistor                                                                                                                                                                  
R33        ERJ-6GEYJ101V          TopLayer    RESC2012X70N             1614.173      10805.118     0        Resistor                                                                                                                                                                  
C172       C0805C473J3GEC7210     TopLayer    C0805                    677.165       10813.386     180      Capacitor                                                                                                                                                                 
C171       C0805C473J3GEC7210     TopLayer    C0805                    1624.016      10696.850     180      Capacitor                                                                                                                                                                 
TP12_5     S1751-46               TopLayer    S175146                  6035.433      11015.748     0        "Test Point"                                                                                                                                                              
TP12_6     S1751-46               TopLayer    S175146                  6027.559      12803.150     0        "Test Point"                                                                                                                                                              
TP12_3     S1751-46               TopLayer    S175146                  6066.929      6984.252      0        "Test Point"                                                                                                                                                              
TP12_4     S1751-46               TopLayer    S175146                  6015.748      8818.898      0        "Test Point"                                                                                                                                                              
TP12_2     S1751-46               TopLayer    S175146                  6031.496      4824.803      0        "Test Point"                                                                                                                                                              
TP12_1     S1751-46               TopLayer    S175146                  6031.496      3041.338      0        "Test Point"                                                                                                                                                              
TP13_5     S1751-46               TopLayer    S175146                  5791.339      11011.811     180      "Test Point"                                                                                                                                                              
TP13_6     S1751-46               TopLayer    S175146                  5783.465      12799.213     180      "Test Point"                                                                                                                                                              
TP13_3     S1751-46               TopLayer    S175146                  5822.835      6980.315      180      "Test Point"                                                                                                                                                              
TP13_4     S1751-46               TopLayer    S175146                  5767.717      8763.780      180      "Test Point"                                                                                                                                                              
TP13_2     S1751-46               TopLayer    S175146                  5787.402      4820.866      180      "Test Point"                                                                                                                                                              
TP13_1     S1751-46               TopLayer    S175146                  5787.402      3037.401      180      "Test Point"                                                                                                                                                              
TP10_5     S1751-46               TopLayer    S175146                  6149.606      9799.212      0        "Test Point"                                                                                                                                                              
TP10_6     S1751-46               TopLayer    S175146                  6141.732      11586.614     0        "Test Point"                                                                                                                                                              
TP10_3     S1751-46               TopLayer    S175146                  6181.102      5767.717      0        "Test Point"                                                                                                                                                              
TP10_4     S1751-46               TopLayer    S175146                  6183.071      7549.213      0        "Test Point"                                                                                                                                                              
TP10_2     S1751-46               TopLayer    S175146                  6145.669      3608.267      0        "Test Point"                                                                                                                                                              
TP10_1     S1751-46               TopLayer    S175146                  6145.669      1824.803      0        "Test Point"                                                                                                                                                              
TP9_5      S1751-46               TopLayer    S175146                  6094.488      10811.023     90       "Test Point"                                                                                                                                                              
TP9_6      S1751-46               TopLayer    S175146                  6086.614      12618.110     90       "Test Point"                                                                                                                                                              
TP9_3      S1751-46               TopLayer    S175146                  6074.803      6783.465      90       "Test Point"                                                                                                                                                              
TP9_4      S1751-46               TopLayer    S175146                  6074.803      8645.669      90       "Test Point"                                                                                                                                                              
TP9_2      S1751-46               TopLayer    S175146                  6098.425      4653.543      0        "Test Point"                                                                                                                                                              
TP9_1      S1751-46               TopLayer    S175146                  6090.551      2836.614      90       "Test Point"                                                                                                                                                              
Si1_5      "Gate driver"          TopLayer    SOIC16                   5598.425      10090.748     0        "ISODrivers with System Safety Features"                                                                                                                                  
Si1_6      "Gate driver"          TopLayer    SOIC16                   5590.551      11878.150     0        "ISODrivers with System Safety Features"                                                                                                                                  
Si1_3      "Gate driver"          TopLayer    SOIC16                   5629.921      6059.252      0        "ISODrivers with System Safety Features"                                                                                                                                  
Si1_4      "Gate driver"          TopLayer    SOIC16                   5631.890      7840.748      0        "ISODrivers with System Safety Features"                                                                                                                                  
Si1_2      "Gate driver"          TopLayer    SOIC16                   5594.488      3899.803      0        "ISODrivers with System Safety Features"                                                                                                                                  
Si1_1      "Gate driver"          TopLayer    SOIC16                   5594.488      2116.338      0        "ISODrivers with System Safety Features"                                                                                                                                  
R45_5      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4994.095      10133.858     0        Resistor                                                                                                                                                                  
R45_6      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4972.441      11925.197     0        Resistor                                                                                                                                                                  
R45_3      ERJ6GEYJ201V           TopLayer    RESC2012X70N             5000.000      6106.299      0        Resistor                                                                                                                                                                  
R45_4      ERJ6GEYJ201V           TopLayer    RESC2012X70N             5015.748      7889.764      0        Resistor                                                                                                                                                                  
R45_2      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4968.504      3956.693      0        Resistor                                                                                                                                                                  
R45_1      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4988.189      2173.228      0        Resistor                                                                                                                                                                  
R44_5      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4881.890      10228.346     0        Resistor                                                                                                                                                                  
R44_6      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4881.890      12015.748     0        Resistor                                                                                                                                                                  
R44_3      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4933.071      6196.850      0        Resistor                                                                                                                                                                  
R44_4      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4925.197      7980.315      0        Resistor                                                                                                                                                                  
R44_2      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4885.827      4039.370      0        Resistor                                                                                                                                                                  
R44_1      ERJ6GEYJ201V           TopLayer    RESC2012X70N             4881.890      2255.905      0        Resistor                                                                                                                                                                  
R42_5      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5007.874      9830.709      0        Resistor                                                                                                                                                                  
R42_6      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5000.000      11618.110     0        Resistor                                                                                                                                                                  
R42_3      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5039.370      5799.213      0        Resistor                                                                                                                                                                  
R42_4      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5041.339      7580.709      0        Resistor                                                                                                                                                                  
R42_2      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5003.937      3639.764      0        Resistor                                                                                                                                                                  
R42_1      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5003.937      1856.299      0        Resistor                                                                                                                                                                  
R41_5      RCC080547K0FKEA        TopLayer    RCC0805_E3               4803.150      9905.512      270      Resistor                                                                                                                                                                  
R41_6      RCC080547K0FKEA        TopLayer    RCC0805_E3               4795.276      11692.913     270      Resistor                                                                                                                                                                  
R41_3      RCC080547K0FKEA        TopLayer    RCC0805_E3               4834.646      5874.016      270      Resistor                                                                                                                                                                  
R41_4      RCC080547K0FKEA        TopLayer    RCC0805_E3               4836.614      7655.512      270      Resistor                                                                                                                                                                  
R41_2      RCC080547K0FKEA        TopLayer    RCC0805_E3               4799.213      3714.567      270      Resistor                                                                                                                                                                  
R41_1      RCC080547K0FKEA        TopLayer    RCC0805_E3               4799.213      1931.102      270      Resistor                                                                                                                                                                  
R40_5      CRCW08050000Z0EAHP     BottomLayer RESC2012X60N             5905.512      10011.811     0        Resistor                                                                                                                                                                  
R40_6      CRCW08050000Z0EAHP     BottomLayer RESC2012X60N             5897.638      11799.213     0        Resistor                                                                                                                                                                  
R40_3      CRCW08050000Z0EAHP     BottomLayer RESC2012X60N             5937.008      5980.315      0        Resistor                                                                                                                                                                  
R40_4      CRCW08050000Z0EAHP     BottomLayer RESC2012X60N             5938.976      7761.811      0        Resistor                                                                                                                                                                  
R40_2      CRCW08050000Z0EAHP     BottomLayer RESC2012X60N             5901.575      3820.866      0        Resistor                                                                                                                                                                  
R40_1      CRCW08050000Z0EAHP     BottomLayer RESC2012X60N             5901.575      2070.866      0        Resistor                                                                                                                                                                  
R39_5      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5003.937      9960.630      0        Resistor                                                                                                                                                                  
R39_6      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        4996.063      11748.031     0        Resistor                                                                                                                                                                  
R39_3      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5035.433      5929.134      0        Resistor                                                                                                                                                                  
R39_4      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5037.402      7710.630      0        Resistor                                                                                                                                                                  
R39_2      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5000.000      3769.685      0        Resistor                                                                                                                                                                  
R39_1      ERJ-U06F75R0V          TopLayer    ERJS06_U06_(0805)        5000.000      1986.220      0        Resistor                                                                                                                                                                  
R37_5      CRM2010QJW-1R0ELF      TopLayer    RESC5025X70N             5972.441      10043.307     0        Resistor                                                                                                                                                                  
R37_6      CRM2010QJW-1R0ELF      TopLayer    RESC5025X70N             5964.567      11830.709     0        Resistor                                                                                                                                                                  
R37_3      CRM2010QJW-1R0ELF      TopLayer    RESC5025X70N             6003.937      6011.811      0        Resistor                                                                                                                                                                  
R37_4      CRM2010QJW-1R0ELF      TopLayer    RESC5025X70N             6005.906      7793.307      0        Resistor                                                                                                                                                                  
R37_2      CRM2010QJW-1R0ELF      TopLayer    RESC5025X70N             5968.504      3852.362      0        Resistor                                                                                                                                                                  
R37_1      CRM2010QJW-1R0ELF      TopLayer    RESC5025X70N             5968.504      2068.898      0        Resistor                                                                                                                                                                  
R36_5      ERJ6GEYJ102V           TopLayer    RESC2012X70N             5251.969      10149.606     180      Resistor                                                                                                                                                                  
R36_6      ERJ6GEYJ102V           TopLayer    RESC2012X70N             5244.095      11937.008     180      Resistor                                                                                                                                                                  
R36_3      ERJ6GEYJ102V           TopLayer    RESC2012X70N             5283.465      6122.047      180      Resistor                                                                                                                                                                  
R36_4      ERJ6GEYJ102V           TopLayer    RESC2012X70N             5285.433      7899.606      180      Resistor                                                                                                                                                                  
R36_2      ERJ6GEYJ102V           TopLayer    RESC2012X70N             5248.032      3958.661      180      Resistor                                                                                                                                                                  
R36_1      ERJ6GEYJ102V           TopLayer    RESC2012X70N             5248.032      2175.197      180      Resistor                                                                                                                                                                  
R32_5      CMP2010-FX-10R0ELF     TopLayer    RESC5025X70N             6177.166      10173.228     0        Resistor                                                                                                                                                                  
R32_6      CMP2010-FX-10R0ELF     TopLayer    RESC5025X70N             6169.291      11960.630     0        Resistor                                                                                                                                                                  
R32_3      CMP2010-FX-10R0ELF     TopLayer    RESC5025X70N             6208.662      6141.732      0        Resistor                                                                                                                                                                  
R32_4      CMP2010-FX-10R0ELF     TopLayer    RESC5025X70N             6210.630      7923.229      0        Resistor                                                                                                                                                                  
R32_2      CMP2010-FX-10R0ELF     TopLayer    RESC5025X70N             6173.229      3982.283      0        Resistor                                                                                                                                                                  
R32_1      CMP2010-FX-10R0ELF     TopLayer    RESC5025X70N             6173.228      2198.819      0        Resistor                                                                                                                                                                  
R31_5      ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)        6263.780      9720.472      0        Resistor                                                                                                                                                                  
R31_6      ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)        6255.906      11507.874     0        Resistor                                                                                                                                                                  
R31_3      ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)        6295.276      5688.976      0        Resistor                                                                                                                                                                  
R31_4      ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)        6297.244      7470.472      0        Resistor                                                                                                                                                                  
R31_2      ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)        6259.843      3529.527      0        Resistor                                                                                                                                                                  
R31_1      ERJ-U12F5103U          BottomLayer ERJS12_U12_(1812)        6259.843      1746.063      0        Resistor                                                                                                                                                                  
R30_5      ERJ6GEYJ242V           BottomLayer RESC2012X70N             6076.772      9976.378      0        Resistor                                                                                                                                                                  
R30_6      ERJ6GEYJ242V           BottomLayer RESC2012X70N             6068.898      11763.780     0        Resistor                                                                                                                                                                  
R30_3      ERJ6GEYJ242V           BottomLayer RESC2012X70N             6108.268      5944.882      0        Resistor                                                                                                                                                                  
R30_4      ERJ6GEYJ242V           BottomLayer RESC2012X70N             6192.913      7846.457      270      Resistor                                                                                                                                                                  
R30_2      ERJ6GEYJ242V           BottomLayer RESC2012X70N             6072.835      3785.433      0        Resistor                                                                                                                                                                  
R30_1      ERJ6GEYJ242V           BottomLayer RESC2012X70N             6072.835      2001.968      0        Resistor                                                                                                                                                                  
R29_5      ERJ-6GEYJ101V          BottomLayer RESC2012X70N             6019.685      10385.827     180      Resistor                                                                                                                                                                  
R29_6      ERJ-6GEYJ101V          BottomLayer RESC2012X70N             6003.937      12173.228     180      Resistor                                                                                                                                                                  
R29_3      ERJ-6GEYJ101V          BottomLayer RESC2012X70N             6039.370      6358.268      180      Resistor                                                                                                                                                                  
R29_4      ERJ-6GEYJ101V          BottomLayer RESC2012X70N             6078.740      8137.795      180      Resistor                                                                                                                                                                  
R29_2      ERJ-6GEYJ101V          BottomLayer RESC2012X70N             6011.811      4192.913      180      Resistor                                                                                                                                                                  
R29_1      ERJ-6GEYJ101V          BottomLayer RESC2012X70N             6007.874      2401.575      180      Resistor                                                                                                                                                                  
Q2_5       C3M0030090K            TopLayer    C3M0030090K              6413.386      10174.803     270      "MOSFET (N-Channel)"                                                                                                                                                      
Q2_6       C3M0030090K            TopLayer    C3M0030090K              6405.512      11962.205     270      "MOSFET (N-Channel)"                                                                                                                                                      
Q2_3       C3M0030090K            TopLayer    C3M0030090K              6444.882      6143.307      270      "MOSFET (N-Channel)"                                                                                                                                                      
Q2_4       C3M0030090K            TopLayer    C3M0030090K              6446.850      7924.803      270      "MOSFET (N-Channel)"                                                                                                                                                      
Q2_2       C3M0030090K            TopLayer    C3M0030090K              6409.449      3983.858      270      "MOSFET (N-Channel)"                                                                                                                                                      
Q2_1       C3M0030090K            TopLayer    C3M0030090K              6409.449      2200.394      270      "MOSFET (N-Channel)"                                                                                                                                                      
PS3_5      R12P21503D             TopLayer    R12P21503D               5500.788      10704.724     0        "Power Supply"                                                                                                                                                            
PS3_6      R12P21503D             TopLayer    R12P21503D               5492.913      12492.126     0        "Power Supply"                                                                                                                                                            
PS3_3      R12P21503D             TopLayer    R12P21503D               5537.795      6673.228      0        "Power Supply"                                                                                                                                                            
PS3_4      R12P21503D             TopLayer    R12P21503D               5534.252      8454.724      0        "Power Supply"                                                                                                                                                            
PS3_2      R12P21503D             TopLayer    R12P21503D               5496.851      4513.779      0        "Power Supply"                                                                                                                                                            
PS3_1      R12P21503D             TopLayer    R12P21503D               5486.614      2740.157      0        "Power Supply"                                                                                                                                                            
J1_5       TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S          6030.315      10602.362     0        Connector                                                                                                                                                                 
J1_6       TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S          6010.630      12377.953     0        Connector                                                                                                                                                                 
J1_3       TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S          6053.937      6570.866      0        Connector                                                                                                                                                                 
J1_4       TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S          6065.748      8338.583      0        Connector                                                                                                                                                                 
J1_2       TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S          6012.992      4409.449      0        Connector                                                                                                                                                                 
J1_1       TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S          6018.504      2622.047      0        Connector                                                                                                                                                                 
FB3_5      BLM18KG260TN1D         TopLayer    BLM18EG101TH1D           5228.347      10338.583     0        "Ferrite Bead"                                                                                                                                                            
FB3_6      BLM18KG260TN1D         TopLayer    BLM18EG101TH1D           5220.472      12125.984     0        "Ferrite Bead"                                                                                                                                                            
FB3_3      BLM18KG260TN1D         TopLayer    BLM18EG101TH1D           5233.268      6311.024      0        "Ferrite Bead"                                                                                                                                                            
